...1,ID,Age,Gender,Condition,Word,ReactionTime
79,s6,52,Male,1,very,0.5154579999943962
80,s6,52,Male,1,"well"".",0.4632580000034068
81,s6,52,Male,1,With,0.5190473000111524
82,s6,52,Male,1,a,0.5269654000003356
83,s6,52,Male,1,new,0.49800299998605624
84,s6,52,Male,1,look,0.4818870000017341
85,s6,52,Male,1,Thomas,0.5221029999956954
86,s6,52,Male,1,inspected,0.5749412000004668
87,s6,52,Male,1,the,0.5273263999988558
88,s6,52,Male,1,mysterious,0.6029626999952598
89,s6,52,Male,1,figure,0.510550000006333
90,s6,52,Male,1,and,0.5727067999978317
91,s6,52,Male,1,out,0.558037199996761
92,s6,52,Male,1,of,0.5734590999927605
93,s6,52,Male,1,thin,0.4702515999961179
94,s6,52,Male,1,air,0.5672074000030989
95,s6,52,Male,1,things,0.5371231000026455
96,s6,52,Male,1,suddenly,0.49356050000642426
97,s6,52,Male,1,made,0.4956884999992326
98,s6,52,Male,1,sense.,0.5296191999950679
99,s6,52,Male,1,Can,0.5303896000114037
100,s6,52,Male,1,it,0.5157036000018707
101,s6,52,Male,1,be?,0.5047010999987833
102,s6,52,Male,1,Is,0.5438244000106351
103,s6,52,Male,1,it,0.5176924999977928
104,s6,52,Male,1,really,0.8850363999954425
105,s6,52,Male,1,my,0.46747079999477137
106,s6,52,Male,1,Lego?,3.2415933000011137
107,s6,52,Male,1,Thomas,0.8407179999921937
108,s6,52,Male,1,gathered,1.0541089000034845
109,s6,52,Male,1,all,0.8885727000015322
110,s6,52,Male,1,his,0.7568049999972573
111,s6,52,Male,1,courage,0.7253588000021409
112,s6,52,Male,1,and,0.7426316000055522
113,s6,52,Male,1,hugged,0.7334130999952322
114,s6,52,Male,1,the,0.6255588000058196
115,s6,52,Male,1,suddenly,0.693133199994918
116,s6,52,Male,1,so,0.5512209000007715
117,s6,52,Male,1,familiar,0.5332572999905096
118,s6,52,Male,1,face,0.5020714999991469
119,s6,52,Male,1,next,0.5414097000029869
120,s6,52,Male,1,to,0.5192557999980636
121,s6,52,Male,1,him.,0.5048832000029506
