...1,ID,Age,Gender,Condition,Word,ReactionTime
0,s5,24,Female,0,Once,0.4328401999999869
1,s5,24,Female,0,upon,0.3276872999999796
2,s5,24,Female,0,a,0.34218559999999343
3,s5,24,Female,0,time,0.3235743000000184
4,s5,24,Female,0,there,0.28125779999993483
5,s5,24,Female,0,was,0.3695258999999851
6,s5,24,Female,0,a,0.3167383999999629
7,s5,24,Female,0,boy,0.30760240000006434
8,s5,24,Female,0,named,0.3141934999999876
9,s5,24,Female,0,Thomas.,0.29250149999995756
10,s5,24,Female,0,One,0.346073199999978
11,s5,24,Female,0,day,0.34303940000006605
12,s5,24,Female,0,walking,0.30898500000000695
13,s5,24,Female,0,home,0.3257909000000154
14,s5,24,Female,0,from,0.3612611999999445
15,s5,24,Female,0,school,0.2637421000000586
16,s5,24,Female,0,he,0.3062245000000985
17,s5,24,Female,0,stopped,0.30424679999998716
18,s5,24,Female,0,at,0.33314339999992626
19,s5,24,Female,0,a,0.27933009999992464
20,s5,24,Female,0,red,0.3247645999999804
21,s5,24,Female,0,light,0.3050015999999687
22,s5,24,Female,0,and,0.314153000000033
23,s5,24,Female,0,took,0.25483250000002045
24,s5,24,Female,0,a,0.35597150000000966
25,s5,24,Female,0,deep,0.2870603000000074
26,s5,24,Female,0,breath.,0.31664920000002894
27,s5,24,Female,0,A,0.2986938999999893
28,s5,24,Female,0,tall,0.3426776000000018
29,s5,24,Female,0,dark,0.2773428000000422
30,s5,24,Female,0,man,0.3239434000000756
31,s5,24,Female,0,noticed,0.23725039999999353
32,s5,24,Female,0,Thomas',0.3840652000000091
33,s5,24,Female,0,explicit,0.3083453000000418
34,s5,24,Female,0,face,0.34481319999997595
35,s5,24,Female,0,expression,0.3533241000000089
36,s5,24,Female,0,and,0.3126061000000391
37,s5,24,Female,0,asked:,0.28502770000000055
38,s5,24,Female,0,"""Are",0.30093009999995957
39,s5,24,Female,0,you,0.2968349999999873
40,s5,24,Female,0,okay,0.25620889999993324
41,s5,24,Female,0,"son?""",0.23092050000002473
42,s5,24,Female,0,Thomas,0.2679424000000381
43,s5,24,Female,0,reacted,0.2955630999999812
44,s5,24,Female,0,with,0.3238552999999911
45,s5,24,Female,0,a,0.30527970000002824
46,s5,24,Female,0,little,0.238323199999968
47,s5,24,Female,0,squeak,0.27594039999996767
48,s5,24,Female,0,and,0.2836790999999721
49,s5,24,Female,0,a,0.2068702999999914
50,s5,24,Female,0,frightened,0.29526140000007217
51,s5,24,Female,0,jump.,0.28577229999996234
52,s5,24,Female,0,He,0.27399530000002414
53,s5,24,Female,0,then,0.3050384999999096
54,s5,24,Female,0,stuttered:,0.2607910000000402
55,s5,24,Female,0,"""My",0.3024057999999741
56,s5,24,Female,0,mom,0.29642679999994925
57,s5,24,Female,0,always,0.214754599999992
58,s5,24,Female,0,told,0.28468310000005204
59,s5,24,Female,0,me,0.2975426000000425
60,s5,24,Female,0,not,0.25485390000005737
61,s5,24,Female,0,to,0.2895244000000048
62,s5,24,Female,0,talk,0.26941950000002635
63,s5,24,Female,0,to,0.23299020000001747
64,s5,24,Female,0,"strangers"".",0.24572079999995824
65,s5,24,Female,0,The,0.2532515999999987
66,s5,24,Female,0,tall,0.2458609999999908
67,s5,24,Female,0,dark,0.24091490000000704
68,s5,24,Female,0,man,0.32224640000004
