...1,ID,Age,Gender,Condition,Word,ReactionTime
64,s3,23,Male,0,"strangers"".",0.4341934999999921
65,s3,23,Male,0,The,0.41012789999990673
66,s3,23,Male,0,tall,0.3857791000000361
67,s3,23,Male,0,dark,0.38479430000006687
68,s3,23,Male,0,man,0.37584799999990537
69,s3,23,Male,0,replied:,0.3961437999998907
70,s3,23,Male,0,"""But",0.40762580000000526
71,s3,23,Male,0,I,0.409142200000133
72,s3,23,Male,0,am,0.40325739999980215
73,s3,23,Male,0,no,0.3841331999999511
74,s3,23,Male,0,"stranger,",0.39526790000013534
75,s3,23,Male,0,you,0.37447229999997944
76,s3,23,Male,0,already,0.3834904000000279
77,s3,23,Male,0,know,0.3706930000000739
78,s3,23,Male,0,me,0.37488919999987047
79,s3,23,Male,0,very,0.4155804999998054
80,s3,23,Male,0,"well"".",0.3917679000001044
81,s3,23,Male,0,With,0.39194659999998294
82,s3,23,Male,0,a,0.39161349999994854
83,s3,23,Male,0,new,0.4325653000000784
84,s3,23,Male,0,look,0.39432209999995393
85,s3,23,Male,0,Thomas,0.3921490000000176
86,s3,23,Male,0,inspected,0.4107355999999527
87,s3,23,Male,0,the,0.3629464999999073
88,s3,23,Male,0,mysterious,0.3916117999999642
89,s3,23,Male,0,figure,0.3878199999999197
90,s3,23,Male,0,and,0.3678494999999202
91,s3,23,Male,0,out,0.39289400000006935
92,s3,23,Male,0,of,0.40882990000000063
93,s3,23,Male,0,thin,0.3656292000000576
94,s3,23,Male,0,air,0.37272140000004583
95,s3,23,Male,0,things,0.3619598000000224
96,s3,23,Male,0,suddenly,0.3811846000000969
97,s3,23,Male,0,made,0.3768513999998504
98,s3,23,Male,0,sense.,0.4030450000000201
99,s3,23,Male,0,Can,0.424728800000139
100,s3,23,Male,0,it,0.3568273999999292
101,s3,23,Male,0,be?,0.3850639999998293
102,s3,23,Male,0,Is,0.40674590000003263
103,s3,23,Male,0,it,0.4124260000000959
104,s3,23,Male,0,really,0.3758359000000837
105,s3,23,Male,0,my,0.35861849999992046
106,s3,23,Male,0,father?,0.3818468999998004
107,s3,23,Male,0,Thomas,0.3489317999999457
108,s3,23,Male,0,gathered,0.37432890000013685
109,s3,23,Male,0,all,0.4006627999999637
110,s3,23,Male,0,his,0.37987040000007255
111,s3,23,Male,0,courage,0.3967336000000614
112,s3,23,Male,0,and,0.37165939999999864
113,s3,23,Male,0,hugged,0.3758321000000251
114,s3,23,Male,0,the,0.3813107000000855
115,s3,23,Male,0,suddenly,0.3769634000000224
116,s3,23,Male,0,so,0.3881340000000364
117,s3,23,Male,0,familiar,0.40004610000005414
118,s3,23,Male,0,face,0.427277100000083
119,s3,23,Male,0,next,2.0363557000000583
120,s3,23,Male,0,to,0.8770422999998573
121,s3,23,Male,0,him.,1.0709351000000424
