...1,ID,Age,Gender,Condition,ReactionTime,Word
0,s11,58,Female,1,2.5980368340024143,Once
1,s11,58,Female,1,1.4362712750007631,upon
2,s11,58,Female,1,0.6465017000009539,a
3,s11,58,Female,1,0.5934655250021024,time
4,s11,58,Female,1,0.5312476399994921,there
5,s11,58,Female,1,0.48566359899996314,was
6,s11,58,Female,1,0.4347980670063407,a
7,s11,58,Female,1,0.49572868699760875,boy
8,s11,58,Female,1,0.6097737819945905,named
9,s11,58,Female,1,0.7348103719996288,Thomas.
10,s11,58,Female,1,0.5803109020052943,One
11,s11,58,Female,1,0.5173795469963807,day
12,s11,58,Female,1,0.44866954300232464,walking
13,s11,58,Female,1,0.5184252350009046,home
14,s11,58,Female,1,0.4918993710016366,from
15,s11,58,Female,1,0.4567621479945956,school
16,s11,58,Female,1,0.42672266400040826,he
17,s11,58,Female,1,0.4393327169964323,stopped
18,s11,58,Female,1,0.46240195100108394,at
19,s11,58,Female,1,0.5094062680000206,a
20,s11,58,Female,1,0.41453707899927394,red
21,s11,58,Female,1,0.4783502069985843,light
22,s11,58,Female,1,0.6323495500037097,and
23,s11,58,Female,1,0.40922634299931815,took
24,s11,58,Female,1,0.4627086740001687,a
25,s11,58,Female,1,0.4160222619975684,deep
26,s11,58,Female,1,0.4305108999978984,breath.
27,s11,58,Female,1,0.4171432709990768,A
28,s11,58,Female,1,0.4206029010019847,tall
29,s11,58,Female,1,0.41184689999499824,dark
30,s11,58,Female,1,0.47401418799563544,man
31,s11,58,Female,1,0.5333870659960667,noticed
32,s11,58,Female,1,0.4185862339945743,Thomas'
33,s11,58,Female,1,0.4874619700058247,explicit
34,s11,58,Female,1,0.45550528899912024,face
35,s11,58,Female,1,0.5106737800015253,expression
36,s11,58,Female,1,0.6059146719999262,and
37,s11,58,Female,1,0.4859885559999384,asked:
38,s11,58,Female,1,0.4384089300001506,"""Are"
39,s11,58,Female,1,0.4886210920012672,you
40,s11,58,Female,1,0.4844775820020004,okay
41,s11,58,Female,1,0.49127124799997546,"son?"""
42,s11,58,Female,1,0.4961313070016331,Thomas
43,s11,58,Female,1,0.5304501740029082,reacted
44,s11,58,Female,1,0.8782958230003715,with
45,s11,58,Female,1,0.4585555140001816,a
46,s11,58,Female,1,0.3875697780022165,little
47,s11,58,Female,1,0.4894038999991608,squeak
48,s11,58,Female,1,0.4977972120032064,and
49,s11,58,Female,1,0.5170002220038441,a
50,s11,58,Female,1,0.5661367069988046,frightened
51,s11,58,Female,1,0.5327295579991187,jump.
52,s11,58,Female,1,0.48078486399754183,He
53,s11,58,Female,1,0.4889100750006037,then
54,s11,58,Female,1,0.5573317059970577,stuttered:
55,s11,58,Female,1,0.49802311799430754,"""My"
56,s11,58,Female,1,0.4214408330008155,mom
57,s11,58,Female,1,0.4333725690012216,always
58,s11,58,Female,1,0.4765553329998511,told
59,s11,58,Female,1,0.4446386029958376,me
60,s11,58,Female,1,0.39014141500229016,not
61,s11,58,Female,1,0.4189007219974883,to
62,s11,58,Female,1,0.3966546519950498,talk
63,s11,58,Female,1,0.43376154100405984,to
64,s11,58,Female,1,0.4790280060042278,"strangers""."
65,s11,58,Female,1,0.4463428980016033,The
66,s11,58,Female,1,0.42464094499882776,tall
67,s11,58,Female,1,0.44842126200092025,dark
68,s11,58,Female,1,0.4399170109973056,man
69,s11,58,Female,1,0.37619791999895824,replied:
70,s11,58,Female,1,0.41867346999788424,"""But"
71,s11,58,Female,1,0.3925604860050953,I
72,s11,58,Female,1,0.4069150270006503,am
73,s11,58,Female,1,0.4351621289970353,no
74,s11,58,Female,1,0.4137798540032236,"stranger,"
75,s11,58,Female,1,0.4436912050005049,you
76,s11,58,Female,1,0.4264301339935628,already
77,s11,58,Female,1,0.4562853629977326,know
78,s11,58,Female,1,0.41710248200251954,me
79,s11,58,Female,1,0.39960984099889174,very
80,s11,58,Female,1,0.4322930999987875,"well""."
81,s11,58,Female,1,0.4915495539971744,With
82,s11,58,Female,1,0.44723262899788097,a
83,s11,58,Female,1,0.40141645100084133,new
84,s11,58,Female,1,0.391358790002414,look
85,s11,58,Female,1,0.44360796399996616,Thomas
86,s11,58,Female,1,0.4764513749978505,inspected
87,s11,58,Female,1,0.6444996759964852,the
88,s11,58,Female,1,0.6414210790026118,mysterious
89,s11,58,Female,1,0.4184658309968654,figure
90,s11,58,Female,1,0.48478795499977423,and
91,s11,58,Female,1,0.42180921800172655,out
92,s11,58,Female,1,0.4461000980008976,of
93,s11,58,Female,1,1.3549112740001874,thin
94,s11,58,Female,1,0.37550812200061046,air
95,s11,58,Female,1,0.42045962100382894,things
96,s11,58,Female,1,0.5202108800003771,suddenly
97,s11,58,Female,1,0.3967612020060187,made
98,s11,58,Female,1,0.4721947149955667,sense.
99,s11,58,Female,1,0.5377263509944896,Can
100,s11,58,Female,1,0.40949523599556414,it
101,s11,58,Female,1,0.44866432499838993,be?
102,s11,58,Female,1,0.4518095919993357,Is
103,s11,58,Female,1,0.495535566995386,it
104,s11,58,Female,1,0.43578309699660167,really
105,s11,58,Female,1,0.3691292740040808,my
106,s11,58,Female,1,0.3864496469977894,Lego?
107,s11,58,Female,1,0.8813270940008806,Thomas
108,s11,58,Female,1,0.8938650079944637,gathered
109,s11,58,Female,1,0.4526501360014663,all
110,s11,58,Female,1,0.4217631040010019,his
111,s11,58,Female,1,0.4165705699997488,courage
112,s11,58,Female,1,0.42284917200595373,and
113,s11,58,Female,1,0.3923562580021098,hugged
114,s11,58,Female,1,0.9795076950031216,the
115,s11,58,Female,1,0.3962197299988474,suddenly
116,s11,58,Female,1,0.43624696700135246,so
117,s11,58,Female,1,0.4658883629963384,familiar
118,s11,58,Female,1,0.4807166820028214,face
119,s11,58,Female,1,0.3944123229957768,next
120,s11,58,Female,1,0.4618033450024086,to
121,s11,58,Female,1,0.4280117960006464,him.
