...1,ID,Age,Gender,Condition,Word,ReactionTime
0,s2,24,Female,1,Once,1.2184468420455232
1,s2,24,Female,1,upon,1.2651710009668022
2,s2,24,Female,1,a,0.827842004946433
3,s2,24,Female,1,time,1.2112845469964668
4,s2,24,Female,1,there,0.7679603130090982
5,s2,24,Female,1,was,0.5707709280541167
6,s2,24,Female,1,a,0.6644465259741992
7,s2,24,Female,1,boy,0.92659523896873
8,s2,24,Female,1,named,0.5837276799138635
9,s2,24,Female,1,Thomas.,1.0565645729657265
10,s2,24,Female,1,One,0.6190817470196635
11,s2,24,Female,1,day,0.5146279949694872
12,s2,24,Female,1,walking,2.027406663983129
13,s2,24,Female,1,home,0.7876025579171255
14,s2,24,Female,1,from,0.5277537440415472
15,s2,24,Female,1,school,0.6195785569725558
16,s2,24,Female,1,he,0.7355540209682658
17,s2,24,Female,1,stopped,0.634597085067071
18,s2,24,Female,1,at,0.6624227570137009
19,s2,24,Female,1,a,0.9885060309898108
20,s2,24,Female,1,red,0.7452181919943541
21,s2,24,Female,1,light,0.8130675429711118
22,s2,24,Female,1,and,0.5936007200507447
23,s2,24,Female,1,took,0.7865354620153084
24,s2,24,Female,1,a,0.527794430963695
25,s2,24,Female,1,deep,0.5403237889986485
26,s2,24,Female,1,breath.,0.5228410919662565
27,s2,24,Female,1,A,0.7113593108952045
28,s2,24,Female,1,tall,0.519123328034766
29,s2,24,Female,1,dark,0.5950873469701037
30,s2,24,Female,1,man,0.6411330710398033
31,s2,24,Female,1,noticed,0.8478540179785341
32,s2,24,Female,1,Thomas',0.6921010060468689
33,s2,24,Female,1,explicit,2.1699769290862605
34,s2,24,Female,1,face,0.6621102349599823
35,s2,24,Female,1,expression,0.6610952380578965
36,s2,24,Female,1,and,0.5670242459746078
37,s2,24,Female,1,asked:,0.5933344369987026
38,s2,24,Female,1,"""Are",0.6871721369680017
39,s2,24,Female,1,you,0.45305541704874486
40,s2,24,Female,1,okay,0.4864688740344718
41,s2,24,Female,1,"son?""",1.0680647150147706
42,s2,24,Female,1,Thomas,0.6377461559604853
43,s2,24,Female,1,reacted,0.9974256600253284
44,s2,24,Female,1,with,0.6822447029408067
45,s2,24,Female,1,a,0.5043321100529283
46,s2,24,Female,1,little,0.5525584559654817
47,s2,24,Female,1,squeak,0.7950280889635906
48,s2,24,Female,1,and,0.6326796469511464
49,s2,24,Female,1,a,0.6331230640644208
50,s2,24,Female,1,frightened,0.8988292859867215
51,s2,24,Female,1,jump.,0.7215471739182249
52,s2,24,Female,1,He,0.471773367957212
53,s2,24,Female,1,then,0.45401636394672096
54,s2,24,Female,1,stuttered:,1.2252627769485116
55,s2,24,Female,1,"""My",0.5760312599595636
56,s2,24,Female,1,mom,0.48660701094195247
57,s2,24,Female,1,always,0.5719189980300143
58,s2,24,Female,1,told,0.5056263790465891
59,s2,24,Female,1,me,0.437546925037168
60,s2,24,Female,1,not,0.6647952450439334
61,s2,24,Female,1,to,0.4319787460844964
62,s2,24,Female,1,talk,0.4193541370332241
63,s2,24,Female,1,to,0.4522937829606235
64,s2,24,Female,1,"strangers"".",0.6216742830583826
65,s2,24,Female,1,The,0.5500936500029638
66,s2,24,Female,1,tall,0.3804882520344108
67,s2,24,Female,1,dark,0.5507566810119897
68,s2,24,Female,1,man,0.4387979309540242
69,s2,24,Female,1,replied:,0.5177541330922395
70,s2,24,Female,1,"""But",0.47014746093191206
