...1,ID,Age,Gender,Condition,Word,ReactionTime
0,s14,51,Female,1,Once,0.8437448999999901
1,s14,51,Female,1,upon,0.6344778000000133
2,s14,51,Female,1,a,0.5195130000000177
3,s14,51,Female,1,time,0.4202182999999877
4,s14,51,Female,1,there,0.4512078999999858
5,s14,51,Female,1,was,0.4279811000000109
6,s14,51,Female,1,a,0.5151897000000076
7,s14,51,Female,1,boy,0.4317196000000081
8,s14,51,Female,1,named,0.6160902999999962
9,s14,51,Female,1,Thomas.,0.5642961000000355
10,s14,51,Female,1,One,0.44770019999998567
11,s14,51,Female,1,day,0.46881019999995033
12,s14,51,Female,1,walking,0.5262761000000182
13,s14,51,Female,1,home,0.5476027999999928
14,s14,51,Female,1,from,0.522872800000016
15,s14,51,Female,1,school,0.4564439000000106
16,s14,51,Female,1,he,0.5079603000000361
17,s14,51,Female,1,stopped,0.4657532999999603
18,s14,51,Female,1,at,0.5192851999999561
19,s14,51,Female,1,a,0.5649007000000097
20,s14,51,Female,1,red,0.4694665999999757
21,s14,51,Female,1,light,0.5172672999999577
22,s14,51,Female,1,and,0.4869787000000088
23,s14,51,Female,1,took,0.4781108999999901
24,s14,51,Female,1,a,0.4353616000000215
25,s14,51,Female,1,deep,0.479370700000004
26,s14,51,Female,1,breath.,0.533767800000021
27,s14,51,Female,1,A,0.5389224000000468
28,s14,51,Female,1,tall,0.5296776999999793
29,s14,51,Female,1,dark,0.648178200000018
30,s14,51,Female,1,man,0.4915411999999719
31,s14,51,Female,1,noticed,0.4898712000000387
32,s14,51,Female,1,Thomas',0.5244063000000097
33,s14,51,Female,1,explicit,0.5220431999999846
34,s14,51,Female,1,face,0.5690945000000056
35,s14,51,Female,1,expression,0.7134819000000334
36,s14,51,Female,1,and,0.552545699999996
37,s14,51,Female,1,asked:,0.5703405999999518
38,s14,51,Female,1,"""Are",0.5487245999999573
39,s14,51,Female,1,you,0.4732885999999894
40,s14,51,Female,1,okay,0.4964358999999945
41,s14,51,Female,1,"son?""",0.5568703999999798
42,s14,51,Female,1,Thomas,0.5337151000000517
43,s14,51,Female,1,reacted,0.8564147999999818
44,s14,51,Female,1,with,0.6728677000000403
45,s14,51,Female,1,a,0.43908149999998614
46,s14,51,Female,1,little,0.4804546000000301
47,s14,51,Female,1,squeak,1.3517973000000438
48,s14,51,Female,1,and,0.5011074000000235
49,s14,51,Female,1,a,0.4716641999999638
50,s14,51,Female,1,frightened,0.750585000000001
51,s14,51,Female,1,jump.,0.4720833000000084
52,s14,51,Female,1,He,0.7187739999999394
53,s14,51,Female,1,then,0.5024875999999949
54,s14,51,Female,1,stuttered:,0.563440700000001
55,s14,51,Female,1,"""My",0.8646578999999974
56,s14,51,Female,1,mom,0.5531833000000006
57,s14,51,Female,1,always,0.4443134000000555
58,s14,51,Female,1,told,0.4422286000000213
59,s14,51,Female,1,me,0.47262369999998555
60,s14,51,Female,1,not,0.4709254999999075
61,s14,51,Female,1,to,0.477658599999927
62,s14,51,Female,1,talk,0.47421410000004016
63,s14,51,Female,1,to,0.4458891000000449
64,s14,51,Female,1,"strangers"".",0.6256480000000693
65,s14,51,Female,1,The,0.5396132999999281
66,s14,51,Female,1,tall,0.49520619999998416
67,s14,51,Female,1,dark,0.5221989000000349
68,s14,51,Female,1,man,0.434911599999964
69,s14,51,Female,1,replied:,0.5903215000000728
70,s14,51,Female,1,"""But",0.45985380000001896
71,s14,51,Female,1,I,0.6018867000000228
72,s14,51,Female,1,am,0.4450199999999995
73,s14,51,Female,1,no,0.4625774999999521
74,s14,51,Female,1,"stranger,",0.5003530999999839
75,s14,51,Female,1,you,0.4843341000000691
76,s14,51,Female,1,already,0.4824032999999872
77,s14,51,Female,1,know,0.4509924999999839
78,s14,51,Female,1,me,0.43830290000005334
79,s14,51,Female,1,very,0.4385130000000572
80,s14,51,Female,1,"well"".",0.4384973999999602
81,s14,51,Female,1,With,0.4721546000000671
82,s14,51,Female,1,a,0.42746020000004137
83,s14,51,Female,1,new,0.44867869999995946
84,s14,51,Female,1,look,0.43558500000006006
85,s14,51,Female,1,Thomas,0.5962472999999591
86,s14,51,Female,1,inspected,0.7821325999999544
87,s14,51,Female,1,the,0.6633524999999736
88,s14,51,Female,1,mysterious,0.5556202000000212
89,s14,51,Female,1,figure,0.4951647000000321
90,s14,51,Female,1,and,0.4848364000000629
91,s14,51,Female,1,out,0.4720512999999755
92,s14,51,Female,1,of,0.4275006000000303
93,s14,51,Female,1,thin,0.46254210000006424
94,s14,51,Female,1,air,0.5002292000000352
95,s14,51,Female,1,things,0.4956760999999688
96,s14,51,Female,1,suddenly,0.5195387999999639
97,s14,51,Female,1,made,0.44905419999997775
98,s14,51,Female,1,sense.,0.6126385999999684
99,s14,51,Female,1,Can,0.5843191000000161
100,s14,51,Female,1,it,0.5094931999999517
101,s14,51,Female,1,be?,0.4663256999999703
102,s14,51,Female,1,Is,0.6230043000000478
103,s14,51,Female,1,it,0.5504663000000392
104,s14,51,Female,1,really,1.2539767000000666
105,s14,51,Female,1,my,0.5745223000000124
106,s14,51,Female,1,Lego?,1.4451596000000109
107,s14,51,Female,1,Thomas,0.730685400000084
108,s14,51,Female,1,gathered,1.0246253000000252
109,s14,51,Female,1,all,0.5925080000000662
110,s14,51,Female,1,his,0.5723778999999922
111,s14,51,Female,1,courage,1.4253338999999414
112,s14,51,Female,1,and,0.6472041999999192
113,s14,51,Female,1,hugged,0.7372407000000294
114,s14,51,Female,1,the,0.5339549000000261
115,s14,51,Female,1,suddenly,0.6278288999999404
116,s14,51,Female,1,so,0.7474174000000176
117,s14,51,Female,1,familiar,0.6909329000000071
118,s14,51,Female,1,face,0.7307937000000493
119,s14,51,Female,1,next,0.5292372000000114
120,s14,51,Female,1,to,0.45755020000001423
121,s14,51,Female,1,him.,0.8071038000000499
