...1,ID,Age,Gender,Condition,Word,ReactionTime
59,s10,26,Female,1,me,0.3484065999999757
60,s10,26,Female,1,not,0.36274760000003425
61,s10,26,Female,1,to,0.4245353000000023
62,s10,26,Female,1,talk,0.32834919999993417
63,s10,26,Female,1,to,0.31367660000000797
64,s10,26,Female,1,"strangers"".",0.41806659999997464
65,s10,26,Female,1,The,0.5095197000000553
66,s10,26,Female,1,tall,0.374800999999934
67,s10,26,Female,1,dark,0.3115774999999985
68,s10,26,Female,1,man,0.3009001000000353
69,s10,26,Female,1,replied:,0.29244760000005954
70,s10,26,Female,1,"""But",0.40027200000008634
71,s10,26,Female,1,I,0.3034823000000415
72,s10,26,Female,1,am,0.3380213000000367
73,s10,26,Female,1,no,0.2909862000000203
74,s10,26,Female,1,"stranger,",0.3084190000000717
75,s10,26,Female,1,you,0.3090410999999449
76,s10,26,Female,1,already,0.34139679999998407
77,s10,26,Female,1,know,0.3021691000000146
78,s10,26,Female,1,me,0.3212437999999338
79,s10,26,Female,1,very,0.3365312000000813
80,s10,26,Female,1,"well"".",0.2991473000000724
81,s10,26,Female,1,With,0.3040033999999423
82,s10,26,Female,1,a,0.31383370000003197
83,s10,26,Female,1,new,0.5108776000000717
84,s10,26,Female,1,look,0.4711668999999574
85,s10,26,Female,1,Thomas,0.26331070000003365
86,s10,26,Female,1,inspected,0.2662475000000768
87,s10,26,Female,1,the,0.3158980000000611
88,s10,26,Female,1,mysterious,0.2650029999999788
89,s10,26,Female,1,figure,0.2567219000000023
90,s10,26,Female,1,and,0.2777975000000197
91,s10,26,Female,1,out,0.2997236999999586
92,s10,26,Female,1,of,0.29809450000004745
93,s10,26,Female,1,thin,0.25577629999997953
94,s10,26,Female,1,air,0.27529420000007576
95,s10,26,Female,1,things,0.32375660000002426
96,s10,26,Female,1,suddenly,0.3031276000000389
97,s10,26,Female,1,made,0.2913657000000285
98,s10,26,Female,1,sense.,0.2582821999999396
99,s10,26,Female,1,Can,0.2734092000000601
100,s10,26,Female,1,it,0.3023093000000472
101,s10,26,Female,1,be?,0.3252085999999963
102,s10,26,Female,1,Is,0.27681669999992664
103,s10,26,Female,1,it,0.28978010000002996
104,s10,26,Female,1,really,0.282620100000031
105,s10,26,Female,1,my,0.27065830000003643
106,s10,26,Female,1,Lego?,0.2521815999999717
107,s10,26,Female,1,Thomas,0.27055089999998927
108,s10,26,Female,1,gathered,0.3356708000000026
109,s10,26,Female,1,all,0.27206469999998717
110,s10,26,Female,1,his,0.27470849999997426
111,s10,26,Female,1,courage,0.30106609999995726
112,s10,26,Female,1,and,0.26757150000003094
113,s10,26,Female,1,hugged,0.2792910999999094
114,s10,26,Female,1,the,0.3368529000000535
115,s10,26,Female,1,suddenly,0.3917117999999391
116,s10,26,Female,1,so,0.3311517999999296
117,s10,26,Female,1,familiar,0.350239399999964
118,s10,26,Female,1,face,0.33308420000003025
119,s10,26,Female,1,next,0.3695112000000336
120,s10,26,Female,1,to,0.2981202000000849
121,s10,26,Female,1,him.,0.41801989999999023
