...1,ID,Age,Gender,Condition,ReactionTime,Word
0,s7,30,Male,1,0.7020426289964234,Once
1,s7,30,Male,1,0.6872132849966874,upon
2,s7,30,Male,1,0.5629310270014685,a
3,s7,30,Male,1,0.6542838779932936,time
4,s7,30,Male,1,0.4530541519998223,there
5,s7,30,Male,1,0.4851432340001338,was
6,s7,30,Male,1,0.43471632100408897,a
7,s7,30,Male,1,0.3971461819965043,boy
8,s7,30,Male,1,0.4074262299982365,named
9,s7,30,Male,1,0.4164877279981738,Thomas.
10,s7,30,Male,1,0.44370769100351026,One
11,s7,30,Male,1,0.49600109799939673,day
12,s7,30,Male,1,0.478832044005685,walking
13,s7,30,Male,1,0.487665578002634,home
14,s7,30,Male,1,0.39949347599758767,from
15,s7,30,Male,1,0.5898218910006108,school
16,s7,30,Male,1,0.3676228350013844,he
17,s7,30,Male,1,0.5007254719967023,stopped
18,s7,30,Male,1,0.44104123300348874,at
19,s7,30,Male,1,0.4033259319985518,a
20,s7,30,Male,1,0.44442706600239035,red
21,s7,30,Male,1,0.4505660950017045,light
22,s7,30,Male,1,0.43995423200249206,and
23,s7,30,Male,1,0.4780736440006877,took
24,s7,30,Male,1,0.4885357929961174,a
25,s7,30,Male,1,0.5432097390003037,deep
26,s7,30,Male,1,0.43787099800101714,breath.
27,s7,30,Male,1,0.4338459130012779,A
28,s7,30,Male,1,0.6057252690006862,tall
29,s7,30,Male,1,0.3947914380041766,dark
30,s7,30,Male,1,0.6149443720059935,man
31,s7,30,Male,1,1.0173517080038437,noticed
32,s7,30,Male,1,0.631663567997748,Thomas'
33,s7,30,Male,1,1.2179595249981503,explicit
34,s7,30,Male,1,0.7782154460001038,face
35,s7,30,Male,1,1.2949512339982905,expression
36,s7,30,Male,1,1.4597013279999371,and
37,s7,30,Male,1,0.6378621620024205,asked:
38,s7,30,Male,1,0.6567618019980728,"""Are"
39,s7,30,Male,1,0.39650512999651255,you
40,s7,30,Male,1,0.4044473100002506,okay
41,s7,30,Male,1,0.49084719499660423,"son?"""
42,s7,30,Male,1,0.4969787800000631,Thomas
43,s7,30,Male,1,0.43692436999845086,reacted
44,s7,30,Male,1,0.7840667910058983,with
45,s7,30,Male,1,0.39012438799545635,a
46,s7,30,Male,1,0.7632103100040695,little
47,s7,30,Male,1,1.362595427002816,squeak
48,s7,30,Male,1,1.106820445995254,and
49,s7,30,Male,1,0.3939558999991277,a
50,s7,30,Male,1,2.34504392099916,frightened
51,s7,30,Male,1,0.7049543620014447,jump.
52,s7,30,Male,1,0.49199418100033654,He
53,s7,30,Male,1,0.3912510910013225,then
54,s7,30,Male,1,1.3305156319984237,stuttered:
55,s7,30,Male,1,0.8331290860005538,"""My"
56,s7,30,Male,1,0.6569999769999413,mom
57,s7,30,Male,1,0.4777772370071034,always
58,s7,30,Male,1,0.3696996399958152,told
59,s7,30,Male,1,0.3654918899992481,me
60,s7,30,Male,1,0.3990248519985471,not
61,s7,30,Male,1,0.35381098100333475,to
62,s7,30,Male,1,0.3449130749941105,talk
63,s7,30,Male,1,0.33422965300269425,to
64,s7,30,Male,1,1.3002099379955323,"strangers""."
65,s7,30,Male,1,0.46505585799604887,The
66,s7,30,Male,1,0.4047985589932068,tall
67,s7,30,Male,1,0.35151666599995224,dark
68,s7,30,Male,1,0.3456087239974295,man
69,s7,30,Male,1,0.7187326890052645,replied:
70,s7,30,Male,1,0.4363487579976209,"""But"
71,s7,30,Male,1,0.4215821809993941,I
72,s7,30,Male,1,0.3961430499984999,am
73,s7,30,Male,1,0.3021495050052181,no
74,s7,30,Male,1,0.6259376059970236,"stranger,"
75,s7,30,Male,1,0.452921398995386,you
76,s7,30,Male,1,0.5047329269946204,already
77,s7,30,Male,1,0.3497441819999949,know
78,s7,30,Male,1,0.3617978270049207,me
79,s7,30,Male,1,0.36090896800305927,very
80,s7,30,Male,1,0.3474376400045003,"well""."
81,s7,30,Male,1,0.44066173199826153,With
82,s7,30,Male,1,0.4276862719998462,a
83,s7,30,Male,1,0.5740402369992808,new
84,s7,30,Male,1,0.46465114199963864,look
85,s7,30,Male,1,0.4719836949952878,Thomas
86,s7,30,Male,1,0.9360951540002134,inspected
87,s7,30,Male,1,0.4094073070009472,the
88,s7,30,Male,1,0.9160049359998084,mysterious
89,s7,30,Male,1,0.5201432219982962,figure
90,s7,30,Male,1,0.4970657579979161,and
91,s7,30,Male,1,0.4532181450049393,out
92,s7,30,Male,1,0.45844421299989335,of
93,s7,30,Male,1,0.4846961870061932,thin
94,s7,30,Male,1,0.936502908996772,air
95,s7,30,Male,1,0.5780045110004721,things
96,s7,30,Male,1,0.9006522510026116,suddenly
97,s7,30,Male,1,0.4132934599983855,made
98,s7,30,Male,1,0.6208475839957828,sense.
99,s7,30,Male,1,0.4860472200016374,Can
100,s7,30,Male,1,0.7651718630004325,it
101,s7,30,Male,1,0.5677087060030317,be?
102,s7,30,Male,1,0.4535036129964283,Is
103,s7,30,Male,1,0.779213982001238,it
104,s7,30,Male,1,0.5144735610010684,really
105,s7,30,Male,1,0.43459803099540295,my
106,s7,30,Male,1,0.6974529590006568,Lego?
107,s7,30,Male,1,1.404555168002844,Thomas
108,s7,30,Male,1,1.0166129659992291,gathered
109,s7,30,Male,1,0.449375231997692,all
110,s7,30,Male,1,0.4154015480016824,his
111,s7,30,Male,1,0.5746526889997767,courage
112,s7,30,Male,1,0.4889695380043122,and
113,s7,30,Male,1,0.6389159259997541,hugged
114,s7,30,Male,1,0.4188300660025561,the
115,s7,30,Male,1,0.4721452109952224,suddenly
116,s7,30,Male,1,0.6030268620015704,so
117,s7,30,Male,1,0.9096498090002568,familiar
118,s7,30,Male,1,0.5635162180042244,face
119,s7,30,Male,1,0.6446577409951715,next
120,s7,30,Male,1,0.4616924679939984,to
121,s7,30,Male,1,0.4092310630003339,him.
