...1,ID,Age,Gender,Condition,ReactionTime,Word
100,s4,30,Female,0,0.33818283199798316,it
101,s4,30,Female,0,0.7170184099959442,be?
102,s4,30,Female,0,0.32497096600127406,Is
103,s4,30,Female,0,0.2253408360047615,it
104,s4,30,Female,0,0.25298533200111706,really
105,s4,30,Female,0,0.2644702540055732,my
106,s4,30,Female,0,0.3079338649986312,father?
107,s4,30,Female,0,0.42005589000473265,Thomas
108,s4,30,Female,0,0.26784249000047566,gathered
109,s4,30,Female,0,0.2231057739991229,all
110,s4,30,Female,0,0.31316378399787936,his
111,s4,30,Female,0,0.3327924140030518,courage
112,s4,30,Female,0,0.30419707499822835,and
113,s4,30,Female,0,0.26316058399970643,hugged
114,s4,30,Female,0,0.73308506600005785,the
115,s4,30,Female,0,0.4480896449967986,suddenly
116,s4,30,Female,0,0.376183170999866,so
117,s4,30,Female,0,0.4551987189988722,familiar
118,s4,30,Female,0,0.5956747250020271,face
119,s4,30,Female,0,0.35870338999666274,next
120,s4,30,Female,0,0.2518936060005217,to
121,s4,30,Female,0,0.2671351929966477,him.
