...1,ID,Age,Gender,Condition,ReactionTime,Word
72,s16,22,Male,0,0.5597138410012121,meters
73,s16,22,Male,0,0.507272531001945,up
74,s16,22,Male,0,0.6344300279961317,into
75,s16,22,Male,0,0.908634652994806,the
76,s16,22,Male,0,0.6176005939996685,air.
77,s16,22,Male,0,0.496742073999485,He
78,s16,22,Male,0,0.5619739329995355,then
79,s16,22,Male,0,0.597487828003068,stuttered
80,s16,22,Male,0,0.5192180930025643,"""My"
81,s16,22,Male,0,0.581908874999499,mom
82,s16,22,Male,0,0.6832460119985626,always
83,s16,22,Male,0,0.6042669909948017,told
84,s16,22,Male,0,0.5368681909967563,me
85,s16,22,Male,0,0.6086531279943301,not
86,s16,22,Male,0,0.524366639998334,to
87,s16,22,Male,0,0.4772735000005923,talk
88,s16,22,Male,0,0.4823370000012801,to
89,s16,22,Male,0,0.5862915340039763,"strangers""."
90,s16,22,Male,0,0.5117826809946564,The
91,s16,22,Male,0,0.5709772229965893,tall
92,s16,22,Male,0,0.5819551829990814,dark
93,s16,22,Male,0,0.5160815589988488,man
94,s16,22,Male,0,0.4604280379935517,replied
95,s16,22,Male,0,0.6115683759999229,"""But"
96,s16,22,Male,0,0.4512990820003324,I
97,s16,22,Male,0,0.48388238299958175,am
98,s16,22,Male,0,0.6479957750052563,no
99,s16,22,Male,0,0.49558780399820535,"stranger,"
100,s16,22,Male,0,0.5246914699964691,you
101,s16,22,Male,0,0.5852177810011199,already
102,s16,22,Male,0,0.4970050120027736,know
103,s16,22,Male,0,0.4476293300031102,me
104,s16,22,Male,0,0.5499706340051489,deeply
105,s16,22,Male,0,0.7005085080018034,and
106,s16,22,Male,0,1.6301951360001112,"thoroughly""."
107,s16,22,Male,0,0.5676956970055471,With
108,s16,22,Male,0,0.45623786999931326,a
109,s16,22,Male,0,0.6605201589991339,new
110,s16,22,Male,0,0.6051398630006588,look
111,s16,22,Male,0,0.5239299410022795,Thomas
112,s16,22,Male,0,0.5550994520017412,inspected
113,s16,22,Male,0,0.4568237119965488,the
114,s16,22,Male,0,0.482327648998762,mysterious
115,s16,22,Male,0,0.6382289059984032,figure
116,s16,22,Male,0,0.47571149200666696,and
117,s16,22,Male,0,0.5469644320037332,out
118,s16,22,Male,0,0.5611991070036311,of
119,s16,22,Male,0,0.5659740859991871,thin
120,s16,22,Male,0,0.643756976001896,air
121,s16,22,Male,0,0.5465862290002406,things
122,s16,22,Male,0,0.5445174220003537,suddenly
123,s16,22,Male,0,0.5479650370034506,made
124,s16,22,Male,0,0.4631048219962395,sense.
125,s16,22,Male,0,0.5254645510067348,Can
126,s16,22,Male,0,0.5978855290013598,it
127,s16,22,Male,0,0.5572284030058654,be…?
128,s16,22,Male,0,0.4261010680056643,Is
129,s16,22,Male,0,0.612723066995386,it
130,s16,22,Male,0,0.4304252590009128,really
131,s16,22,Male,0,0.5919747980005923,him?
132,s16,22,Male,0,0.4562294019997353,Thomas
133,s16,22,Male,0,0.5723384129960323,gathered
134,s16,22,Male,0,0.3824509819969535,all
135,s16,22,Male,0,0.4948931460021413,his
136,s16,22,Male,0,0.614376061996154,courage
137,s16,22,Male,0,0.4359604319979553,and
138,s16,22,Male,0,0.5438120429971605,hugged
139,s16,22,Male,0,0.4704426030002651,the
140,s16,22,Male,0,0.6940232940032729,suddenly
141,s16,22,Male,0,0.8908328079996863,so
142,s16,22,Male,0,0.607013883003674,familiar
143,s16,22,Male,0,0.5068597729987232,face
144,s16,22,Male,0,0.6485756350011798,next
145,s16,22,Male,0,0.4841652100003558,to
146,s16,22,Male,0,0.612122246006038,him.
