...1,ID,Age,Gender,Condition,ReactionTime,Word
0,s16,22,Male,0,1.200544015999185,Once
1,s16,22,Male,0,0.5972412729970529,upon
2,s16,22,Male,0,0.4783377229978214,a
3,s16,22,Male,0,0.5824882429951685,time
4,s16,22,Male,0,0.5032199430061155,there
5,s16,22,Male,0,0.5824191249994328,was
6,s16,22,Male,0,0.5299604690007982,a
7,s16,22,Male,0,0.5578254080028273,boy
8,s16,22,Male,0,0.6167893809979432,named
9,s16,22,Male,0,0.615871365997009,Thomas.
10,s16,22,Male,0,0.5858743089993368,One
11,s16,22,Male,0,0.6987229649967048,day
12,s16,22,Male,0,0.7102481160036405,walking
13,s16,22,Male,0,0.6262885920004919,home
14,s16,22,Male,0,0.5533291330066277,from
15,s16,22,Male,0,0.66827700399881,the
16,s16,22,Male,0,0.682531315003871,university
17,s16,22,Male,0,0.47877758399408776,he
18,s16,22,Male,0,0.6369165150026674,stopped
19,s16,22,Male,0,0.6678437480004504,for
20,s16,22,Male,0,0.5799897899996722,a
21,s16,22,Male,0,0.6810668670004816,red
22,s16,22,Male,0,0.8025430380002945,light
23,s16,22,Male,0,0.609743590997823,and
24,s16,22,Male,0,0.6323147399962181,took
25,s16,22,Male,0,0.6634348399966257,a
26,s16,22,Male,0,0.6106001640000613,deep
27,s16,22,Male,0,0.5448314489985933,breath.
28,s16,22,Male,0,0.557516075001331,He
29,s16,22,Male,0,0.8607331980019808,pondered
30,s16,22,Male,0,1.0026095120047105,whether
31,s16,22,Male,0,0.5345636830024887,it
32,s16,22,Male,0,0.5998264270019718,was
33,s16,22,Male,0,0.5980813690039213,normal
34,s16,22,Male,0,0.5533585489974939,for
35,s16,22,Male,0,0.6272968810008024,a
36,s16,22,Male,0,0.6110897839971585,boy
37,s16,22,Male,0,0.6141472400049679,his
38,s16,22,Male,0,0.3825449200012372,age
39,s16,22,Male,0,0.5442598489971715,to
40,s16,22,Male,0,0.6215139190026093,go
41,s16,22,Male,0,0.4010993539995979,to
42,s16,22,Male,0,0.5727924230013741,the
43,s16,22,Male,0,0.5336434269993333,university.
44,s16,22,Male,0,0.513820799998939,A
45,s16,22,Male,0,0.5853185180021683,tall
46,s16,22,Male,0,1.148862422000093,dark
47,s16,22,Male,0,0.4844749519979814,man
48,s16,22,Male,0,0.61598798900377,noticed
49,s16,22,Male,0,0.6041781300009461,Thomas
50,s16,22,Male,0,0.4353922279988182,explicit
51,s16,22,Male,0,0.976827462000074,face
52,s16,22,Male,0,0.6036927929962985,expression
53,s16,22,Male,0,0.5566772199963452,and
54,s16,22,Male,0,0.6370795590046328,asked
55,s16,22,Male,0,0.6573646450051456,"""Are"
56,s16,22,Male,0,0.6414643609969062,you
57,s16,22,Male,0,0.4377325659952476,okay
58,s16,22,Male,0,0.6861262650054414,"son?"""
59,s16,22,Male,0,0.48559716700401623,Thomas
60,s16,22,Male,0,0.7281197289994452,reacted
61,s16,22,Male,0,0.5548904089955613,with
62,s16,22,Male,0,0.5497412959957728,a
63,s16,22,Male,0,0.48320696000155294,little
64,s16,22,Male,0,0.6228922559967032,squeak
65,s16,22,Male,0,0.5683139640023,and
66,s16,22,Male,0,0.5761626599996816,a
67,s16,22,Male,0,0.6072533979968284,frightened
68,s16,22,Male,0,0.4685031789995264,"jump,"
69,s16,22,Male,0,0.5615152129976195,flying
70,s16,22,Male,0,0.6378329360013595,thousands
71,s16,22,Male,0,0.566555788005644,of
